System information:
Version                                  | VisiWin7 7.2
Framework                                | DotNet
Project                                  | Single
VisiWin.S7_TIA.Brw.dll           | 3.0.1.56(Debug=False)
VisiWin.Browser.Components.Shared.dll | 7.0.0.41(Debug=False)

Messages
05/03/2024 15:39:11   | Message | Attention: Some items in the PLC project contain special characters. | TIAParser.FormatName() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BS Rotary Faults.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BS Rotary Faults.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BS Rotary Faults.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BF Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BF Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BF Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BF Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BF Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB LD Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_WString" of item "RFC_RFC_DB MOP.User.fromName" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB Machine Main.Main alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB Machine Main.CV manager"IO: On"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB Machine Main.CV manager"IO: Delayed"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB Machine Main.CV manager.sStart"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_RFC_IDB Machine Main.CV manager.sDelayed"IO: Time"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Remote" of item "RFC_IDB Material Tracking.GETADDR_1" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Remote" of item "RFC_IDB Material Tracking.GETADDR_2" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Remote" of item "RFC_IDB Material Tracking.GETADDR_3" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Remote" of item "RFC_IDB Material Tracking.GETADDR_4" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB Material Tracking.GETRD_1" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB Material Tracking.GETRD_2" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB Material Tracking.GETRD_3" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB Material Tracking.GETRD_4" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BC Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BF Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BH Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB ST 1 Outside Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Outside Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Outside Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Outside Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Outside Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB ST 1 Inside Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Inside Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Inside Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Inside Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB ST 1 Inside Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.02 Basket handling.04 BT.00 Main.IDB._IDB BT Tilt PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB BT Tilt PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB BT Tilt PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.02 Basket handling.04 BT.00 Main.IDB._IDB BT Rotary PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB BT Rotary PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB BT Rotary PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BT Rotary Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Rotary Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Rotary Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Rotary Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Rotary Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BT Tilt Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Tilt Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Tilt Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Tilt Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Tilt Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BT Gripper Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Gripper Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Gripper Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Gripper Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BT Gripper Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.02 Basket handling.05 CI.01 Traction.IDB._IDB CI Traction PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB CI Traction PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB CI Traction PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB CI Traction Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Traction Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Traction Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Traction Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB CI Traction Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.02 Basket handling.01 BM.03 Arm.IDB._IDB BM Arm PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB BM Arm PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB BM Arm PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.02 Basket handling.01 BM.01 Rotary.IDB._IDB BM Rotary PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB BM Rotary PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB BM Rotary PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "PLC.Blocks.02 Basket handling.01 BM.02 Lift.IDB._IDB BM Lift PN.IO: MOP Setup" is not supported! | TIAParser.CreateItemInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB BM Lift PN.sGETIO_PARTINPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC__IDB BM Lift PN.sSETIO_PARTOUTPUTS" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BM Rotary Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Rotary Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Rotary Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Rotary Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Rotary Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BM Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BM Lift Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Lift Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Lift Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Lift Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Lift Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BM Arm Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Arm Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Arm Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Arm Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BM Arm Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BH Alarm.Alarm manager"IO: General"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BH Alarm.Alarm manager"IO: Error"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BH Alarm.Alarm manager"IO: Warning"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BH Alarm.Alarm manager"IO: Message"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Variant" of item "RFC_IDB BH Alarm.Alarm manager"IO: Predictive"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BT Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
05/03/2024 15:39:12   | Message | Datatype "S7_Pointer" of item "RFC_IDB BM Main.Alarm manager"IO: Alarm"" is not supported! | TIAParser.CreateMemberInfo() | 
